Gene stable ID,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Strand,UniProtKB/Swiss-Prot ID
ENSG00000204479,13389632,13392629,1,1,Q5VTA0
ENSG00000271601,145933423,145958001,1,-1,Q8IVB5
ENSG00000162592,3746460,3771645,1,1,Q2M243
ENSG00000265241,145917714,145927678,1,-1,Q9Y5S9
ENSG00000163873,36795527,37034129,1,-1,Q13003
ENSG00000055732,85018082,85048499,1,-1,Q8TDD5
ENSG00000078369,1785285,1891117,1,-1,P62873
ENSG00000116183,176463171,176845605,1,1,Q9BXP8
ENSG00000162643,84999147,85133138,1,1,Q8IWG1
ENSG00000116785,196774795,196795406,1,1,Q02985
ENSG00000157060,182899865,182953525,1,-1,Q9BZQ2
ENSG00000131238,40071461,40097727,1,-1,P50897
ENSG00000143570,153959099,153968184,1,-1,Q9NY26
ENSG00000076321,173714941,173786702,1,1,Q9Y2M5
ENSG00000177414,64203627,64267368,1,1,Q5VVX9
ENSG00000143578,153967534,153974363,1,1,Q8TEY5
ENSG00000049249,7915894,7943165,1,-1,Q07011
ENSG00000117602,24502351,24541040,1,1,Q9UKA8
ENSG00000169885,1914827,1917296,1,1,Q8TD86
ENSG00000080910,196943772,196959226,1,1,P36980
ENSG00000244414,196819757,196832189,1,1,Q03591
ENSG00000134365,196850241,196918972,1,1,Q92496
ENSG00000172339,94974407,95072945,1,-1,Q96F25
ENSG00000135862,183023460,183145592,1,1,P11047
ENSG00000186086,108450282,108471002,1,1,Q5VWK0
ENSG00000143543,153974269,153977688,1,-1,O76095
ENSG00000133059,205142505,205211566,1,-1,Q6XUX3
ENSG00000162494,13474977,13514048,1,-1,Q5VT99
ENSG00000142871,85580761,85583962,1,1,O00622
ENSG00000131779,145911350,145918837,1,-1,O96011
ENSG00000213281,114704469,114716894,1,-1,P01111
ENSG00000274764,13049476,13056491,1,-1,A3QJZ7
ENSG00000158109,3625002,3630127,1,1,Q5T0D9
ENSG00000187730,2019298,2030758,1,1,O14764
ENSG00000186141,145824088,145842505,1,1,Q9BUI4
ENSG00000078618,51789191,51878937,1,-1,O43847
ENSG00000196427,108223341,108244081,1,-1,Q96M43
ENSG00000215910,11761787,11789585,1,1,Q5SNV9
ENSG00000143036,94820342,94895246,1,1,Q8N4M1
ENSG00000117394,42925375,42959173,1,-1,P11166
ENSG00000143258,161159450,161165723,1,1,Q9UK80
ENSG00000137992,100186919,100249834,1,-1,P11182
ENSG00000094975,172532349,172611833,1,1,Q9UBS9
ENSG00000117528,94418455,94518666,1,1,P28288
ENSG00000137962,94148988,94275068,1,-1,Q52LW3
ENSG00000117114,81306160,81992436,1,1,O95490
ENSG00000126709,27666061,27672218,1,-1,P09912
ENSG00000160691,154962298,154974395,1,-1,P29353
ENSG00000120332,175067858,175148066,1,1,Q9UQP3
ENSG00000162755,161098361,161100346,1,1,Q8NEP7
ENSG00000160767,155247205,155255483,1,-1,P81408
ENSG00000134371,193122017,193253901,1,1,Q6P1J9
ENSG00000163157,151169986,151176284,1,-1,Q9NZQ9
ENSG00000196754,153561108,153567890,1,-1,P29034
ENSG00000121446,182409192,182560599,1,1,A5PLK6
ENSG00000000938,27612064,27635277,1,-1,P09769
ENSG00000162654,89181148,89198932,1,-1,Q96PP9
ENSG00000162408,6521347,6554535,1,-1,Q5SY16
ENSG00000116455,111439890,111449376,1,-1,Q9BQA1
ENSG00000023909,93885205,93909456,1,-1,P48507
ENSG00000157191,16440672,16460078,1,1,Q9NVZ3
ENSG00000163468,156308968,156367873,1,-1,P49368
ENSG00000143437,150809705,150876768,1,-1,P27540
ENSG00000130940,10636604,10796650,1,-1,Q86V15
ENSG00000142661,24056035,24112175,1,-1,Q5VTT5
ENSG00000184148,152970666,152972574,1,1,Q96PI1
ENSG00000169474,152985231,152985500,1,1,P35321
ENSG00000116521,155255979,155262430,1,-1,O14828
ENSG00000143398,151197949,151249536,1,1,Q99755
ENSG00000028137,12167003,12209228,1,1,P20333
ENSG00000215912,2635976,2801717,1,-1,A8MYJ7
ENSG00000081985,67307364,67396900,1,1,Q99665
ENSG00000064703,111755245,111768016,1,1,Q9UHI6
ENSG00000265107,147756199,147773362,1,-1,P36382
ENSG00000054116,36136570,36156053,1,-1,O43617
ENSG00000143194,166975582,167022214,1,1,Q96JY0
ENSG00000152061,174159410,174995308,1,1,Q5R372
ENSG00000152061,174159410,174995308,1,1,B7ZAP0
ENSG00000116128,147541412,147626216,1,1,O00512
ENSG00000187634,923928,944581,1,1,Q96NU1
ENSG00000203782,153259700,153262122,1,1,P23490
ENSG00000162618,78889764,79006718,1,-1,Q9HBW9
ENSG00000092850,36084075,36088275,1,1,Q9UIF3
ENSG00000241794,153056113,153057537,1,-1,P35326
ENSG00000117620,99969351,100035637,1,1,Q9Y2D2
ENSG00000127423,25831913,25859458,1,-1,Q9H7T9
ENSG00000162714,247297412,247331846,1,-1,Q96IT1
ENSG00000175087,26111165,26125543,1,1,Q8N165
ENSG00000232423,12938472,12947580,1,-1,Q5VXH4
ENSG00000117593,173824503,173858546,1,1,Q6PI48
ENSG00000142609,1921951,2003837,1,-1,Q9C0B2
ENSG00000152092,176857302,177164973,1,-1,O14525
ENSG00000152078,95117338,95197607,1,1,Q96MV1
ENSG00000187608,1001138,1014541,1,1,P05161
ENSG00000182749,25861210,25871253,1,-1,Q86WK9
ENSG00000117395,43164175,43270936,1,-1,Q99848
ENSG00000085832,51354263,51519328,1,-1,P42566
ENSG00000117525,94529225,94541800,1,-1,P13726
ENSG00000196182,36339624,36385896,1,-1,Q8N2I9
ENSG00000116990,39895426,39902256,1,-1,P12524
ENSG00000164010,42817124,42844989,1,1,Q96PL5
ENSG00000183347,89364058,89386461,1,1,Q6ZN66
ENSG00000163159,151169987,151195321,1,-1,Q15906
ENSG00000162383,53087179,53142632,1,-1,O00341
ENSG00000196154,153543613,153550136,1,-1,P26447
ENSG00000164007,42733093,42740254,1,-1,Q8N6F1
ENSG00000143458,151070578,151125542,1,1,Q8TAK5
ENSG00000143556,153457744,153460701,1,-1,P31151
ENSG00000188976,944204,959309,1,-1,Q9Y3T9
ENSG00000215845,161037631,161038990,1,-1,Q8NFU3
ENSG00000156876,100083563,100132955,1,-1,Q6UVJ0
ENSG00000137965,78649796,78664078,1,1,Q8TCB0
ENSG00000158764,160945025,160954799,1,-1,Q8WWU7
ENSG00000157978,25543580,25568886,1,1,Q5SW96
ENSG00000163472,156282935,156293185,1,1,Q9BSE2
ENSG00000117148,17755313,17827063,1,1,Q9H568
ENSG00000198715,156290089,156295689,1,-1,Q8WWB7
ENSG00000157933,2228695,2310119,1,1,P12755
ENSG00000177212,248269917,248277976,1,-1,Q8NG76
ENSG00000158485,158327951,158331531,1,-1,P29016
ENSG00000158481,158289786,158293630,1,1,P29017
ENSG00000158477,158254137,158258269,1,1,P06126
ENSG00000162711,247416156,247449108,1,1,Q96P20
ENSG00000134250,119911553,120069626,1,-1,Q04721
ENSG00000117174,85649423,85708433,1,-1,Q9NWK9
ENSG00000272031,145959442,145964582,1,-1,Q69YU3
ENSG00000143127,145891208,145910189,1,-1,O75578
ENSG00000066279,197084128,197146694,1,-1,Q8IZT6
ENSG00000157330,12746215,12763699,1,1,Q8N1D5
ENSG00000162692,100719742,100739045,1,1,P19320
ENSG00000160752,155308748,155320666,1,1,P14324
ENSG00000185483,63774022,64181498,1,1,Q01973
ENSG00000181218,228456979,228457873,1,-1,Q7L7L0
ENSG00000168148,228424845,228425325,1,-1,Q16695
ENSG00000143549,154155304,154194648,1,-1,P06753
ENSG00000117266,205504595,205532793,1,1,Q07002
ENSG00000171180,248231417,248244679,1,1,Q96R27
ENSG00000196242,247524677,247536440,1,-1,Q8N628
ENSG00000265808,120150898,120176515,1,-1,O75396
ENSG00000224051,1324756,1328897,1,1,Q5TA50
ENSG00000116731,13700198,13825079,1,1,Q13029
ENSG00000073754,157830914,157898256,1,-1,O43866
ENSG00000275774,13115496,13116854,1,-1,B2RXH8
ENSG00000117399,43358955,43363203,1,1,Q12834
ENSG00000143373,151281618,151292180,1,1,Q8N1G0
ENSG00000162913,228203506,228213664,1,-1,Q96MR7
ENSG00000134249,119893533,119896495,1,-1,Q9UKF2
ENSG00000183615,32247233,32248856,1,1,Q9BTA0
ENSG00000067606,2050470,2185395,1,1,Q05513
ENSG00000279169,13196330,13201409,1,-1,Q5VWM6
ENSG00000169504,24745357,24844324,1,1,Q9Y696
ENSG00000143107,108712657,108742740,1,1,Q5VTL7
ENSG00000162607,62436297,62451804,1,1,O94782
ENSG00000222046,32209094,32216196,1,1,A2VCK2
ENSG00000198797,177171497,177282422,1,1,Q9C0B6
ENSG00000075391,178094141,178484147,1,1,Q9UJF2
ENSG00000117298,21217247,21345504,1,-1,P42892
ENSG00000122481,95234155,95247225,1,1,Q9Y3V2
ENSG00000116898,36455718,36464437,1,-1,P82914
ENSG00000159352,151254703,151267479,1,1,P55036
ENSG00000171517,84811602,84893213,1,-1,Q9UBY5
ENSG00000130764,3778558,3796504,1,-1,Q8N1G4
ENSG00000198835,228149852,228159826,1,1,Q5T442
ENSG00000116194,178849705,178871052,1,-1,O95841
ENSG00000116213,3630767,3652761,1,-1,Q9P2S5
ENSG00000162591,3489920,3611495,1,-1,O75095
ENSG00000120952,12857086,12861909,1,1,O60811
ENSG00000158864,161197104,161214395,1,1,O75306
ENSG00000175206,11845709,11848345,1,-1,P01160
ENSG00000130762,3454426,3481113,1,1,Q5VV41
ENSG00000162385,53226892,53238610,1,-1,P61326
ENSG00000048707,12230067,12512047,1,1,Q5THJ4
ENSG00000143627,155289839,155301434,1,-1,P30613
ENSG00000135824,182641816,182684576,1,-1,P57771
ENSG00000214193,36306387,36324886,1,1,A4FU49
ENSG00000116670,11674480,11691650,1,-1,Q9UI95
ENSG00000143379,150926263,150964744,1,1,Q15047
ENSG00000142606,2590639,2632990,1,-1,Q495T6
ENSG00000274386,42785007,42816619,1,1,A0A1B0GVZ9
ENSG00000177868,42807052,42817252,1,-1,Q8N300
ENSG00000116663,11664124,11674354,1,1,Q9NRD1
ENSG00000143167,167052836,167166479,1,-1,Q99795
ENSG00000198842,167094045,167129165,1,1,Q5VZP5
ENSG00000196420,153537147,153541765,1,-1,P33763
ENSG00000197956,153534599,153536244,1,-1,P06703
ENSG00000117228,89052319,89065360,1,-1,P32455
ENSG00000126705,27534035,27604431,1,-1,Q5TGY3
ENSG00000117226,89006666,89022894,1,-1,Q9H0R5
ENSG00000244094,153112114,153113515,1,-1,Q96RM1
ENSG00000196805,153070224,153070840,1,-1,P35325
ENSG00000173171,155208699,155213824,1,1,Q13505
ENSG00000169469,153031202,153032900,1,1,P22528
ENSG00000034971,171635417,171652683,1,-1,Q99972
ENSG00000159423,18871430,18902781,1,-1,P30038
ENSG00000117643,25617468,25786207,1,1,Q9NR34
ENSG00000240038,103553815,103579534,1,1,P19961
ENSG00000185946,103525691,103555239,1,1,Q96LT9
ENSG00000196734,152811971,152813109,1,1,Q5T7P3
ENSG00000116560,35176378,35193148,1,-1,P23246
ENSG00000185104,50437028,50960263,1,-1,Q9UNN5
ENSG00000235169,3772788,3775982,1,1,B2RUZ4
ENSG00000182783,248556912,248562772,1,-1,Q8NH02
ENSG00000175143,248403048,248408020,1,1,O43869
ENSG00000196944,248361581,248362627,1,1,Q6IEZ7
ENSG00000196944,248361581,248362627,1,1,Q8NH00
ENSG00000121753,31727117,31764893,1,-1,O60241
ENSG00000117616,25242237,25338213,1,-1,Q9BUV0
ENSG00000160688,154983338,154993111,1,1,Q8NFF5
ENSG00000162585,2184461,2212720,1,-1,Q6NZ36
ENSG00000237700,13303539,13308907,1,1,A0A0G2JMD5
ENSG00000020633,24899511,24965121,1,-1,Q13761
ENSG00000134193,119794018,119811660,1,-1,Q9BYZ8
ENSG00000143257,161229666,161238302,1,-1,Q14994
ENSG00000197780,109062486,109076002,1,-1,Q15543
ENSG00000158874,161222292,161223631,1,-1,P02652
ENSG00000143278,197039191,197067267,1,-1,P05160
ENSG00000079335,100345025,100520277,1,1,Q9UNH5
ENSG00000084073,40258107,40294184,1,1,O75844
ENSG00000187862,156579727,156586770,1,1,A2A3L6
ENSG00000173207,154974653,154979249,1,1,P61024
ENSG00000132854,62236979,62319414,1,-1,Q5T7N3
ENSG00000243073,12879224,12886201,1,-1,O60810
ENSG00000240563,62194831,62212328,1,1,Q5T7N2
ENSG00000130768,27934993,27959157,1,1,Q92485
ENSG00000117519,94896949,94927278,1,-1,Q15417
ENSG00000174827,145670852,145708148,1,-1,Q5T2W1
ENSG00000198771,167630093,167706249,1,1,Q6JBY9
ENSG00000130775,27872543,27886685,1,1,Q5TEJ8
ENSG00000049245,7771269,7781432,1,1,Q15836
ENSG00000116885,36415827,36450451,1,-1,Q8WVF1
ENSG00000008130,1751232,1780457,1,-1,O95544
ENSG00000143621,153661788,153671048,1,-1,Q12905
ENSG00000179178,43269994,43274002,1,1,Q96AQ2
ENSG00000158850,161171310,161177968,1,-1,O60512
ENSG00000143207,175944831,176207493,1,-1,Q8NHY2
ENSG00000188290,998962,1000172,1,-1,Q9HCC6
ENSG00000158055,24319322,24364482,1,1,Q8TE85
ENSG00000008128,1702730,1724324,1,-1,Q9UQ88
ENSG00000116717,67685061,67688338,1,1,P24522
ENSG00000181817,36391238,36397892,1,-1,Q969L4
ENSG00000162664,89995112,90035531,1,1,Q5BKZ1
ENSG00000187733,103750406,103758690,1,1,P04745
ENSG00000162594,67138907,67259979,1,1,Q5VWK5
ENSG00000188643,153606886,153613145,1,-1,Q96FQ6
ENSG00000117751,27830778,27851676,1,1,Q12972
ENSG00000020129,35557473,35567274,1,1,Q9UBB6
ENSG00000120949,12063377,12144207,1,1,P28908
ENSG00000203730,182398117,182400616,1,-1,Q5T9Z0
ENSG00000154451,89258950,89272804,1,-1,Q96PP8
ENSG00000163221,153373706,153375649,1,-1,P80511
ENSG00000189409,1632095,1635263,1,1,O75900
ENSG00000159527,153297862,153310718,1,-1,Q96LB9
ENSG00000117245,20664014,20718017,1,-1,Q9P2E2
ENSG00000163209,153001747,153003856,1,1,Q9UBC9
ENSG00000152382,166856510,166876327,1,-1,Q96BN2
ENSG00000160049,10456522,10472526,1,-1,O00273
ENSG00000142655,10472288,10630758,1,1,O75381
ENSG00000122223,160830160,160862855,1,-1,Q9BZW8
ENSG00000187144,16387117,16437424,1,-1,Q7Z572
ENSG00000055070,16352575,16398145,1,1,Q7Z422
ENSG00000177181,42380795,42422578,1,1,Q8IXN7
ENSG00000117601,173903804,173917378,1,-1,P01008
ENSG00000120942,11273206,11296049,1,1,Q9Y5Z9
ENSG00000186409,42463330,42654664,1,1,Q5VVM6
ENSG00000137959,78619922,78646145,1,1,Q53G44
ENSG00000126070,35930718,36072500,1,1,Q9H9G7
ENSG00000079739,63593276,63660245,1,1,P36871
ENSG00000066185,42430329,42456267,1,-1,Q9H0C1
ENSG00000142748,27369112,27374824,1,-1,O75636
ENSG00000127125,42456117,42473385,1,1,Q9HAB8
ENSG00000203965,63523372,63572693,1,1,A8K855
ENSG00000204624,11479166,11537584,1,1,Q9P2K9
ENSG00000137944,88935773,88992953,1,-1,Q6YP21
ENSG00000179023,18480982,18486126,1,1,Q5VTJ3
ENSG00000142856,63440770,63593721,1,-1,Q13352
ENSG00000163207,152908545,152911886,1,1,P07476
ENSG00000198754,39769523,39771348,1,-1,Q9BYC2
ENSG00000084072,39692182,39763914,1,1,Q9UNP9
ENSG00000009709,18631006,18748866,1,1,P23759
ENSG00000213516,88979456,88992960,1,-1,Q96E39
ENSG00000179914,160876539,160885170,1,-1,Q8WWA0
ENSG00000173947,111346288,111353013,1,1,Q8TCI5
ENSG00000179002,18839599,18859682,1,-1,Q8TE23
ENSG00000169991,18904281,18956686,1,-1,Q5TF58
ENSG00000189030,156298624,156299299,1,-1,Q6RSH7
ENSG00000198483,145866560,145885866,1,-1,Q8N283
ENSG00000078900,3652520,3736201,1,1,O15350
ENSG00000142684,26169871,26170873,1,1,O00488
ENSG00000133226,24631716,24673267,1,1,Q8IYB3
ENSG00000066056,43300993,43323108,1,1,P35590
ENSG00000117859,51577179,51798427,1,1,Q96SU4
ENSG00000265491,145738868,145824077,1,-1,Q9Y4L5
ENSG00000131236,40040233,40072649,1,1,Q01518
ENSG00000001460,24356999,24416934,1,-1,Q5TH74
ENSG00000160678,153627926,153632039,1,1,P23297
ENSG00000189334,153614255,153616986,1,-1,Q9HCY8
ENSG00000162604,61681046,61725423,1,-1,Q9BX74
ENSG00000009780,27725979,27763122,1,1,Q8TAV0
ENSG00000203857,119507198,119515054,1,1,P14060
ENSG00000125462,156404250,156430701,1,-1,Q13536
ENSG00000143256,161100556,161118111,1,-1,Q9UHV9
ENSG00000158796,161120974,161132688,1,-1,O75618
ENSG00000143190,167220829,167427345,1,1,P14859
ENSG00000132677,156369212,156385219,1,1,Q9H310
ENSG00000158793,161118086,161125445,1,1,Q86X76
ENSG00000197147,89524836,89597864,1,1,Q6P9F7
ENSG00000162384,53214099,53220617,1,-1,Q9NWV4
ENSG00000163154,151156629,151159749,1,1,Q6P589
ENSG00000171812,36095236,36125220,1,-1,P25067
ENSG00000162645,89106132,89150456,1,-1,P32456
ENSG00000163220,153357854,153361027,1,1,P06702
ENSG00000010165,171781664,171814023,1,1,Q8N6R0
ENSG00000163218,153330120,153348840,1,-1,Q96LB8
ENSG00000203783,153217584,153219317,1,1,Q5T870
ENSG00000158769,160995211,161021348,1,-1,Q9Y624
ENSG00000158195,27404226,27490158,1,-1,Q9Y6W5
ENSG00000085465,111414314,111427777,1,-1,Q12889
ENSG00000156875,100038097,100083377,1,1,Q96MC6
ENSG00000058085,183186238,183244900,1,1,Q13753
ENSG00000162694,100872372,100895998,1,-1,Q9UBQ6
ENSG00000158006,25959767,25998157,1,-1,Q99487
ENSG00000117281,145719471,145739288,1,1,O95971
ENSG00000092621,119648411,119744226,1,1,O43175
ENSG00000117748,27891524,27914746,1,-1,P15927
ENSG00000197965,167721192,167791919,1,1,O95297
ENSG00000142686,35713875,35719472,1,-1,Q8TAB5
ENSG00000143393,151291797,151327715,1,-1,Q9UBF8
ENSG00000011021,11806096,11843144,1,1,P51797
ENSG00000177674,11736084,11754802,1,1,Q6RW13
ENSG00000185436,24154157,24187959,1,-1,Q8IU57
ENSG00000143434,151131685,151146664,1,-1,Q9H3T2
ENSG00000188015,153547329,153549372,1,-1,P33764
ENSG00000213512,89131751,89176040,1,-1,Q8N8V2
ENSG00000116459,111448864,111462773,1,1,P24539
ENSG00000189410,20719732,20732837,1,-1,Q6ZV89
ENSG00000197921,2528745,2530245,1,-1,Q5TA89
ENSG00000171502,85729233,86156943,1,-1,Q17RW2
ENSG00000183682,39491646,39525935,1,1,Q7Z5Y6
ENSG00000117614,25222679,25232502,1,-1,O95926
ENSG00000134240,119747996,119768905,1,-1,P54868
ENSG00000184144,205042937,205078284,1,1,Q02246
ENSG00000204510,12916610,12920482,1,1,Q5VXH5
ENSG00000187545,12892896,12898270,1,-1,O60809
ENSG00000158014,26037252,26046133,1,-1,Q9BRI3
ENSG00000162426,8317826,8344167,1,1,Q9Y2W3
ENSG00000162642,85249953,85259672,1,-1,Q8N6N3
ENSG00000188984,12716115,12728759,1,1,Q5VUY0
ENSG00000181656,100538137,100542018,1,1,Q9GZN0
ENSG00000184454,24556111,24609328,1,1,Q5T1S8
ENSG00000085433,108970214,109042113,1,-1,O94967
ENSG00000126067,35599544,35641844,1,-1,P49721
ENSG00000153898,84925583,84997113,1,-1,Q8IZK6
ENSG00000117262,145607990,145670648,1,1,B7ZAQ6
ENSG00000120337,173039960,173050963,1,-1,Q9UNG2
ENSG00000187642,975204,982093,1,-1,Q5SV97
ENSG00000198821,167430640,167518610,1,-1,P20963
ENSG00000204859,6580001,6589280,1,1,P10074
ENSG00000123080,50960745,50974633,1,1,P42773
ENSG00000184330,153416524,153423225,1,1,Q86SG5
ENSG00000134716,59893308,59926790,1,-1,P51589
ENSG00000116863,36088875,36093932,1,1,Q9NX46
ENSG00000174876,103687415,103696680,1,-1,P04745
ENSG00000163467,156337314,156346995,1,1,Q96A04
ENSG00000067334,93866283,93879918,1,-1,Q5QJE6
ENSG00000181773,27392644,27395814,1,1,P46089
ENSG00000162430,25800176,25818224,1,1,Q9NZV5
ENSG00000143157,166839447,166856344,1,1,Q9P215
ENSG00000186844,152827473,152827894,1,1,Q5T7P2
ENSG00000137942,93448131,93554661,1,1,Q5T0N5
ENSG00000188529,23964804,23980927,1,-1,O75494
ENSG00000142733,27355184,27366892,1,-1,O95382
ENSG00000116750,193012250,193060080,1,-1,Q9Y5K5
ENSG00000116747,193059422,193091777,1,1,P10155
ENSG00000131584,1292376,1309609,1,-1,Q96P50
ENSG00000266338,144421386,144461674,1,-1,Q8N660
ENSG00000188257,19975431,19980416,1,-1,P14555
ENSG00000117118,17018722,17054170,1,-1,P21912
ENSG00000127054,1311585,1324691,1,-1,Q5TA45
ENSG00000170989,101236888,101241518,1,1,P21453
ENSG00000117598,98890245,99005032,1,-1,Q32ZL2
ENSG00000117115,17066761,17119435,1,-1,Q9Y2J8
ENSG00000143420,150600851,150629612,1,-1,O43768
ENSG00000175793,26863138,26864457,1,1,P31947
ENSG00000142751,26876133,26890297,1,-1,Q9H9Y4
ENSG00000279782,144592868,144593527,1,1,P0DN26
ENSG00000118733,101802574,101997030,1,-1,Q96PB7
ENSG00000143013,87328468,87348923,1,1,P61968
ENSG00000184292,58575423,58577773,1,-1,P09758
ENSG00000196369,144887265,145095528,1,-1,P0DMP2
ENSG00000188786,37809567,37859620,1,-1,Q14872
ENSG00000007968,23506430,23531220,1,-1,Q14209
ENSG00000171786,160367067,160372848,1,1,Q02575
ENSG00000143171,165400917,165445355,1,-1,P48443
ENSG00000142623,17205126,17246005,1,1,Q9ULC6
ENSG00000054523,10210805,10381603,1,1,O60333
ENSG00000169241,155135344,155138857,1,1,Q9BRV3
ENSG00000117318,23557918,23559794,1,-1,Q02535
ENSG00000150681,192158457,192185815,1,1,Q9NS28
ENSG00000117600,99263953,99309590,1,1,Q7Z2D5
ENSG00000131910,26911489,26913966,1,-1,Q15466
ENSG00000162738,160400586,160428678,1,1,Q9ULK5
ENSG00000090273,26900238,26946862,1,1,Q9Y266
ENSG00000204084,37860697,37947057,1,-1,P32019
ENSG00000162374,50048014,50203786,1,1,P26378
ENSG00000197880,23581495,23640568,1,1,Q8NDY4
ENSG00000198746,26890488,26900466,1,-1,Q96I76
ENSG00000116132,170662728,170739419,1,1,P54821
ENSG00000180488,77779624,77879539,1,1,Q8NAN2
ENSG00000162763,165544007,165563961,1,1,Q8N7C0
ENSG00000088035,63367590,63438562,1,1,Q9Y672
ENSG00000143412,150982017,150995634,1,1,O76027
ENSG00000143409,150996086,151008375,1,-1,Q8N5J2
ENSG00000143457,150646225,150697144,1,-1,Q9H4A5
ENSG00000143198,165630861,165661796,1,1,O14880
ENSG00000090621,39560816,39576790,1,-1,Q13310
ENSG00000179085,155139891,155140595,1,-1,Q9P2X0
ENSG00000142676,23691779,23696425,1,1,P62913
ENSG00000127472,20028179,20091190,1,1,P39877
ENSG00000135823,180972712,181023121,1,-1,O43752
ENSG00000135835,180913154,180951614,1,1,Q5VZ46
ENSG00000162601,58654739,58700092,1,-1,Q5VVJ2
ENSG00000162614,77888513,77943895,1,1,Q0ZGT2
ENSG00000099260,99645943,99694541,1,1,Q9NP74
ENSG00000060718,102876467,103108496,1,-1,P12107
ENSG00000143365,151806071,151831872,1,-1,P51449
ENSG00000198793,11106535,11262507,1,-1,P42345
ENSG00000117501,170935471,171064765,1,1,Q5TGP6
ENSG00000142619,17249098,17284233,1,1,Q9ULW8
ENSG00000007933,171090877,171117819,1,1,P31513
ENSG00000175707,26949562,26960406,1,-1,Q8NAX2
ENSG00000213171,151800264,151806154,1,-1,Q6UY18
ENSG00000253368,26993707,27000898,1,1,Q6NT89
ENSG00000158246,27005020,27012836,1,-1,Q96A09
ENSG00000163463,155169408,155173475,1,-1,Q8N6L1
ENSG00000169972,1308567,1311677,1,1,Q8N0Z8
ENSG00000143149,165662216,165698863,1,-1,P49189
ENSG00000162739,160485030,160523262,1,-1,Q96DU3
ENSG00000163462,155173787,155184971,1,1,Q7Z4K8
ENSG00000253148,192316992,192367285,1,1,Q2M5E4
ENSG00000171819,11189341,11195981,1,1,O43827
ENSG00000066294,160541095,160579516,1,-1,Q9UIB8
ENSG00000011007,23743155,23762059,1,1,Q14241
ENSG00000185499,155185824,155192916,1,-1,P15941
ENSG00000090104,192575727,192580031,1,1,Q08116
ENSG00000117090,160608100,160647295,1,-1,Q13291
ENSG00000225556,151837819,151840557,1,-1,B7Z1M9
ENSG00000196407,151847263,151853697,1,-1,Q8N1Q8
ENSG00000117091,160678746,160711851,1,-1,P09326
ENSG00000156869,99708703,99766631,1,-1,Q6ZNA5
ENSG00000159445,151873584,151909808,1,-1,Q5T1C6
ENSG00000117215,20111939,20119566,1,-1,Q9UNK4
ENSG00000177606,58780788,58784327,1,-1,P05412
ENSG00000090020,27098815,27166981,1,-1,P19634
ENSG00000184908,16043736,16057308,1,1,P51801
ENSG00000215784,145096000,145112696,1,1,Q6L9T8
ENSG00000057757,23778405,23788232,1,1,Q9GZP4
ENSG00000116544,34865436,34929585,1,-1,O95886
ENSG00000163867,34986165,35031968,1,-1,O95789
ENSG00000134698,35808172,35857890,1,1,Q9HCK5
ENSG00000160785,156193932,156212796,1,1,Q96H78
ENSG00000159339,17308195,17364004,1,1,Q9UM07
ENSG00000183431,37956975,37990921,1,-1,Q12874
ENSG00000186092,65419,71585,1,1,Q8NH21
ENSG00000243749,34981535,34985353,1,-1,Q8NCS4
ENSG00000256374,145241630,145242124,1,-1,F5H284
ENSG00000197747,151982915,151994390,1,-1,P60903
ENSG00000163191,152032506,152047907,1,-1,P31949
ENSG00000158786,20139326,20150386,1,1,Q9BZM2
ENSG00000185519,16057769,16073632,1,-1,Q96AQ9
ENSG00000153029,181033425,181061938,1,1,Q95460
ENSG00000198160,66924895,66988619,1,1,Q8N108
ENSG00000094963,171185208,171211230,1,1,Q99518
ENSG00000276747,17372196,17401699,1,1,Q6TGC4
ENSG00000092847,35869808,35930528,1,1,Q9UL18
ENSG00000127074,192636138,192660306,1,1,O14921
ENSG00000182898,152084144,152089064,1,-1,Q5QJ38
ENSG00000159450,152106317,152115454,1,-1,Q07283
ENSG00000142784,27234516,27308633,1,1,Q8N5D0
ENSG00000143183,165724293,165827755,1,-1,Q9UM00
ENSG00000142657,10398592,10420144,1,1,P52209
ENSG00000160783,156212993,156240042,1,1,Q6P1K2
ENSG00000143536,152409243,152414263,1,-1,Q9UBG3
ENSG00000215853,152153595,152159228,1,-1,Q6XPR3
ENSG00000143520,152348735,152360006,1,-1,Q5D862
ENSG00000197915,152212082,152224193,1,-1,Q86YZ3
ENSG00000143631,152302175,152325203,1,-1,P20930
ENSG00000242252,156241962,156243321,1,1,P02818
ENSG00000010932,171248471,171285978,1,1,Q01740
ENSG00000160781,156243321,156248117,1,-1,Q6TCH4
ENSG00000169418,153678637,153693992,1,1,P16066
ENSG00000143179,165827531,165911618,1,1,Q9BZX2
ENSG00000065243,88684222,88836255,1,1,Q16513
ENSG00000162613,77944055,77979110,1,-1,Q96AE4
ENSG00000011009,23790970,23795539,1,1,O95372
ENSG00000142627,16124337,16156087,1,-1,P29317
ENSG00000116741,192809039,192812283,1,1,P41220
ENSG00000284733,450703,451697,1,-1,Q6IEY1
ENSG00000131791,147155106,147172550,1,-1,O43741
ENSG00000120937,11857464,11858931,1,-1,P16860
ENSG00000116685,11919591,11926428,1,-1,Q8IYS2
ENSG00000131781,147175351,147243050,1,-1,P49326
ENSG00000179051,17406760,17439724,1,-1,Q9P258
ENSG00000117308,23795599,23800804,1,-1,Q14376
